NAME,state,county,Sex by Age_Estimate!!Total: (B01001_001E),Sex by Age_Estimate!!Total:!!Male: (B01001_002E)
"Herkimer County, New York",36,043,60293,30207
"Jefferson County, New York",36,045,117445,62226
"Kings County, New York",36,047,2679620,1279425
"Lewis County, New York",36,049,26690,13520
"Livingston County, New York",36,051,61980,31139
"Madison County, New York",36,053,68020,33809
"Monroe County, New York",36,055,756406,367653
"Montgomery County, New York",36,057,49624,24788
"Nassau County, New York",36,059,1389160,683660
"New York County, New York",36,061,1645867,788264
"Niagara County, New York",36,063,212230,104348
"Oneida County, New York",36,065,231055,115677
"Onondaga County, New York",36,067,472637,229648
"Ontario County, New York",36,069,112288,55283
"Orange County, New York",36,071,401237,200761
"Orleans County, New York",36,073,40148,20464
"Oswego County, New York",36,075,118037,59486
"Otsego County, New York",36,077,59678,29157
"Putnam County, New York",36,079,97942,49280
"Queens County, New York",36,081,2360826,1155898
"Rensselaer County, New York",36,083,160943,80545
"Richmond County, New York",36,085,492925,241783
"Rockland County, New York",36,087,337326,166981
"St. Lawrence County, New York",36,089,108670,55702
"Saratoga County, New York",36,091,236328,117525
"Schenectady County, New York",36,093,159447,78328
"Schoharie County, New York",36,095,29970,15033
"Schuyler County, New York",36,097,17855,8987
"Seneca County, New York",36,099,33651,17613
"Steuben County, New York",36,101,93584,46984
"Suffolk County, New York",36,103,1524486,756707
"Sullivan County, New York",36,105,78725,40863
"Tioga County, New York",36,107,48344,24193
"Tompkins County, New York",36,109,102555,50314
"Ulster County, New York",36,111,182153,90973
"Warren County, New York",36,113,65684,32658
"Washington County, New York",36,115,61310,31806
"Wayne County, New York",36,117,91324,45865
"Westchester County, New York",36,119,997904,487019
"Wyoming County, New York",36,121,40338,21526
"Yates County, New York",36,123,24713,12105
"Alamance County, North Carolina",37,001,171779,82328
"Alexander County, North Carolina",37,003,36505,18896
"Alleghany County, North Carolina",37,005,10989,5340
"Anson County, North Carolina",37,007,22200,11246
"Ashe County, North Carolina",37,009,26759,13254
"Avery County, North Carolina",37,011,17679,9666
"Beaufort County, North Carolina",37,013,44711,21485
"Bertie County, North Carolina",37,015,17818,9227
"Bladen County, North Carolina",37,017,29807,14326
"Brunswick County, North Carolina",37,019,139721,67404
"Buncombe County, North Carolina",37,021,269449,130266
"Burke County, North Carolina",37,023,87799,44022
"Cabarrus County, North Carolina",37,025,226396,111333
"Caldwell County, North Carolina",37,027,80716,40091
"Camden County, North Carolina",37,029,10547,5494
"Carteret County, North Carolina",37,031,68353,33661
"Caswell County, North Carolina",37,033,22747,11831
"Catawba County, North Carolina",37,035,161011,79315
"Chatham County, North Carolina",37,037,76754,36955
"Cherokee County, North Carolina",37,039,28868,14246
"Chowan County, North Carolina",37,041,13835,6602
"Clay County, North Carolina",37,043,11186,5347
"Cleveland County, North Carolina",37,045,99527,48106
"Columbus County, North Carolina",37,047,50827,25276
"Craven County, North Carolina",37,049,101098,50563
"Cumberland County, North Carolina",37,051,335207,166798
"Currituck County, North Carolina",37,053,28616,14503
"Dare County, North Carolina",37,055,37160,18548
"Davidson County, North Carolina",37,057,169498,83345
"Davie County, North Carolina",37,059,43030,21018
"Duplin County, North Carolina",37,061,49312,24368
"Durham County, North Carolina",37,063,325101,156231
"Edgecombe County, North Carolina",37,065,49067,22979
"Forsyth County, North Carolina",37,067,383739,182947
"Franklin County, North Carolina",37,069,69680,34827
"Gaston County, North Carolina",37,071,228972,111225
"Gates County, North Carolina",37,073,10509,5212
"Graham County, North Carolina",37,075,8047,3994
"Granville County, North Carolina",37,077,61161,31552
"Greene County, North Carolina",37,079,20407,11779
"Guilford County, North Carolina",37,081,539557,256731
"Halifax County, North Carolina",37,083,48772,23755
"Harnett County, North Carolina",37,085,134718,67115
"Haywood County, North Carolina",37,087,62152,30253
"Henderson County, North Carolina",37,089,116469,56226
"Hertford County, North Carolina",37,091,21633,10908
"Hoke County, North Carolina",37,093,52612,26017
"Hyde County, North Carolina",37,095,4636,2394
"Iredell County, North Carolina",37,097,187839,93283
"Jackson County, North Carolina",37,099,42388,20991
"Johnston County, North Carolina",37,101,219042,108299
"Jones County, North Carolina",37,103,9263,4636
"Lee County, North Carolina",37,105,63560,31219
"Lenoir County, North Carolina",37,107,55071,26348
"Lincoln County, North Carolina",37,109,87933,43881
"McDowell County, North Carolina",37,111,44629,22521
"Macon County, North Carolina",37,113,37088,18191
"Madison County, North Carolina",37,115,21414,10613
"Martin County, North Carolina",37,117,21992,10172
"Mecklenburg County, North Carolina",37,119,1115403,540310
"Mitchell County, North Carolina",37,121,14989,7418
"Montgomery County, North Carolina",37,123,25839,12560
"Moore County, North Carolina",37,125,100759,49243
"Nash County, North Carolina",37,127,95015,45908
"New Hanover County, North Carolina",37,129,228134,109251
"Northampton County, North Carolina",37,131,17528,8481
"Onslow County, North Carolina",37,133,203686,113368
"Orange County, North Carolina",37,135,145919,69888
"Pamlico County, North Carolina",37,137,12317,6337
"Pasquotank County, North Carolina",37,139,40454,20076
"Pender County, North Carolina",37,141,61592,31258
"Perquimans County, North Carolina",37,143,13053,6233
"Person County, North Carolina",37,145,39131,18879
"Pitt County, North Carolina",37,147,171196,80857
"Polk County, North Carolina",37,149,19538,9098
"Randolph County, North Carolina",37,151,144403,71792
"Richmond County, North Carolina",37,153,43149,21082
"Robeson County, North Carolina",37,155,117573,56878
"Rockingham County, North Carolina",37,157,91209,44392
"Rowan County, North Carolina",37,159,147067,73080
"Rutherford County, North Carolina",37,161,64680,31503
"Sampson County, North Carolina",37,163,59317,29674
"Scotland County, North Carolina",37,165,34222,17382
"Stanly County, North Carolina",37,167,62723,31635
"Stokes County, North Carolina",37,169,44696,21931
"Surry County, North Carolina",37,171,71429,34926
"Swain County, North Carolina",37,173,14130,6913
"Transylvania County, North Carolina",37,175,33131,16013
"Tyrrell County, North Carolina",37,177,3389,1847
"Union County, North Carolina",37,179,240109,119375
"Vance County, North Carolina",37,181,42492,19917
"Wake County, North Carolina",37,183,1132103,555563
"Warren County, North Carolina",37,185,18803,9379
"Washington County, North Carolina",37,187,11051,5659
"Watauga County, North Carolina",37,189,54540,27205
"Wayne County, North Carolina",37,191,117480,58498
"Wilkes County, North Carolina",37,193,66125,32914
"Wilson County, North Carolina",37,195,78667,37576
"Yadkin County, North Carolina",37,197,37280,18709
"Yancey County, North Carolina",37,199,18538,9203
"Adams County, North Dakota",38,001,2190,1123
"Barnes County, North Dakota",38,003,10826,5436
"Benson County, North Dakota",38,005,5960,3080
"Billings County, North Dakota",38,007,839,456
"Bottineau County, North Dakota",38,009,6411,3358
"Bowman County, North Dakota",38,011,2975,1483
"Burke County, North Dakota",38,013,2184,1146
"Burleigh County, North Dakota",38,015,98443,49666
"Cass County, North Dakota",38,017,186328,94537
"Cavalier County, North Dakota",38,019,3691,1919
"Dickey County, North Dakota",38,021,5003,2497
"Divide County, North Dakota",38,023,2195,1118
"Dunn County, North Dakota",38,025,4049,2228
"Eddy County, North Dakota",38,027,2345,1225
"Emmons County, North Dakota",38,029,3297,1671
"Foster County, North Dakota",38,031,3388,1712
"Golden Valley County, North Dakota",38,033,1734,859
"Grand Forks County, North Dakota",38,035,72927,37845
"Grant County, North Dakota",38,037,2320,1171
"Griggs County, North Dakota",38,039,2309,1176
"Hettinger County, North Dakota",38,041,2477,1183
"Kidder County, North Dakota",38,043,2391,1319
"LaMoure County, North Dakota",38,045,4135,2134
"Logan County, North Dakota",38,047,1849,924
"McHenry County, North Dakota",38,049,5326,2736
"McIntosh County, North Dakota",38,051,2529,1259
"McKenzie County, North Dakota",38,053,14081,7684
"McLean County, North Dakota",38,055,9781,5076
"Mercer County, North Dakota",38,057,8366,4241
"Morton County, North Dakota",38,059,33192,16895
"Mountrail County, North Dakota",38,061,9648,5066
"Nelson County, North Dakota",38,063,3025,1496
"Oliver County, North Dakota",38,065,1832,973
"Pembina County, North Dakota",38,067,6853,3607
"Pierce County, North Dakota",38,069,3999,1995
"Ramsey County, North Dakota",38,071,11613,5770
"Ransom County, North Dakota",38,073,5663,2912
"Renville County, North Dakota",38,075,2282,1205
"Richland County, North Dakota",38,077,16548,8527
"Rolette County, North Dakota",38,079,12292,6058
"Sargent County, North Dakota",38,081,3828,2093
"Sheridan County, North Dakota",38,083,1338,682
"Sioux County, North Dakota",38,085,3896,1958
"Slope County, North Dakota",38,087,837,466
"Stark County, North Dakota",38,089,32989,17290
"Steele County, North Dakota",38,091,1774,913
"Stutsman County, North Dakota",38,093,21609,10985
"Towner County, North Dakota",38,095,2152,1141
"Traill County, North Dakota",38,097,8004,4108
"Walsh County, North Dakota",38,099,10553,5425
"Ward County, North Dakota",38,101,69532,36443
"Wells County, North Dakota",38,103,3990,1941
"Williams County, North Dakota",38,105,39076,21134
"Adams County, Ohio",39,001,27509,13776
"Allen County, Ohio",39,003,102087,51158
"Ashland County, Ohio",39,005,52522,26094
"Ashtabula County, Ohio",39,007,97666,49966
"Athens County, Ohio",39,009,61276,30545
"Auglaize County, Ohio",39,011,46263,23184
"Belmont County, Ohio",39,013,66554,34600
"Brown County, Ohio",39,015,43715,21791
"Butler County, Ohio",39,017,388327,191840
"Carroll County, Ohio",39,019,26761,13653
"Champaign County, Ohio",39,021,38715,19337
"Clark County, Ohio",39,023,135877,66617
"Clermont County, Ohio",39,025,208851,103830
"Clinton County, Ohio",39,027,42077,21017
"Columbiana County, Ohio",39,029,101723,51455
"Coshocton County, Ohio",39,031,36629,18054
"Crawford County, Ohio",39,033,41861,20711
"Cuyahoga County, Ohio",39,035,1256620,604080
"Darke County, Ohio",39,037,51751,25940
"Defiance County, Ohio",39,039,38300,19277
"Delaware County, Ohio",39,041,216074,108175
"Erie County, Ohio",39,043,75299,37056
"Fairfield County, Ohio",39,045,159371,79759
"Fayette County, Ohio",39,047,28901,14270
"Franklin County, Ohio",39,049,1318149,648647
"Fulton County, Ohio",39,051,42602,21385
"Gallia County, Ohio",39,053,29276,14445
"Geauga County, Ohio",39,055,95455,47836
"Greene County, Ohio",39,057,167567,83333
"Guernsey County, Ohio",39,059,38409,19218
"Hamilton County, Ohio",39,061,827671,402336
"Hancock County, Ohio",39,063,75072,37079
"Hardin County, Ohio",39,065,30622,15312
"Harrison County, Ohio",39,067,14528,7186
"Henry County, Ohio",39,069,27601,13838
"Highland County, Ohio",39,071,43285,21303
"Hocking County, Ohio",39,073,28104,14191
"Holmes County, Ohio",39,075,44273,22311
"Huron County, Ohio",39,077,58518,29037
"Jackson County, Ohio",39,079,32563,16059
"Jefferson County, Ohio",39,081,65280,32100
"Knox County, Ohio",39,083,62657,30874
"Lake County, Ohio",39,085,232236,114317
"Lawrence County, Ohio",39,087,57994,28506
"Licking County, Ohio",39,089,178844,88628
"Logan County, Ohio",39,091,46098,23146
"Lorain County, Ohio",39,093,313101,155272
"Lucas County, Ohio",39,095,430014,209528
"Madison County, Ohio",39,097,43961,24175
"Mahoning County, Ohio",39,099,227979,112026
"Marion County, Ohio",39,101,65366,35088
"Medina County, Ohio",39,103,182347,90831
"Meigs County, Ohio",39,105,22242,11180
"Mercer County, Ohio",39,107,42321,21467
"Miami County, Ohio",39,109,108818,54232
"Monroe County, Ohio",39,111,13401,6826
"Montgomery County, Ohio",39,113,536121,259995
"Morgan County, Ohio",39,115,13851,6950
"Morrow County, Ohio",39,117,35049,17821
"Muskingum County, Ohio",39,119,86393,42320
"Noble County, Ohio",39,121,14216,8413
"Ottawa County, Ohio",39,123,40367,20275
"Paulding County, Ohio",39,125,18827,9403
"Perry County, Ohio",39,127,35451,17871
"Pickaway County, Ohio",39,129,58809,31103
"Pike County, Ohio",39,131,27151,13509
"Portage County, Ohio",39,133,161217,79722
"Preble County, Ohio",39,135,40929,20382
"Putnam County, Ohio",39,137,34400,17283
"Richland County, Ohio",39,139,125008,64024
"Ross County, Ohio",39,141,76957,40257
"Sandusky County, Ohio",39,143,58885,29370
"Scioto County, Ohio",39,145,73716,36687
"Seneca County, Ohio",39,147,55062,27744
"Shelby County, Ohio",39,149,48145,24454
"Stark County, Ohio",39,151,374199,183232
"Summit County, Ohio",39,153,539361,263300
"Trumbull County, Ohio",39,155,201749,99158
"Tuscarawas County, Ohio",39,157,92840,46428
"Union County, Ohio",39,159,63411,30672
"Van Wert County, Ohio",39,161,28833,14236
"Vinton County, Ohio",39,163,12790,6496
"Warren County, Ohio",39,165,243189,123412
"Washington County, Ohio",39,167,59639,29683
"Wayne County, Ohio",39,169,116680,58125
"Williams County, Ohio",39,171,36973,18476
"Wood County, Ohio",39,173,131564,65263
"Wyandot County, Ohio",39,175,21818,10775
"Adair County, Oklahoma",40,001,19726,9903
"Alfalfa County, Oklahoma",40,003,5683,3547
"Atoka County, Oklahoma",40,005,14117,7846
"Beaver County, Oklahoma",40,007,5071,2549
"Beckham County, Oklahoma",40,009,22295,12565
"Blaine County, Oklahoma",40,011,8661,4674
"Bryan County, Oklahoma",40,013,46528,22778
"Caddo County, Oklahoma",40,015,26910,15120
"Canadian County, Oklahoma",40,017,156681,78044
"Carter County, Oklahoma",40,019,48202,23556
"Cherokee County, Oklahoma",40,021,47412,23129
"Choctaw County, Oklahoma",40,023,14285,6910
"Cimarron County, Oklahoma",40,025,2272,1151
"Cleveland County, Oklahoma",40,027,295060,147722
"Coal County, Oklahoma",40,029,5287,2696
"Comanche County, Oklahoma",40,031,121777,63246
"Cotton County, Oklahoma",40,033,5537,2713
"Craig County, Oklahoma",40,035,14144,7269
"Creek County, Oklahoma",40,037,72076,35821
"Custer County, Oklahoma",40,039,28391,13842
"Delaware County, Oklahoma",40,041,40791,20200
"Dewey County, Oklahoma",40,043,4504,2249
"Ellis County, Oklahoma",40,045,3755,1827
"Garfield County, Oklahoma",40,047,62456,31386
"Garvin County, Oklahoma",40,049,25806,12882
"Grady County, Oklahoma",40,051,55314,27836
"Grant County, Oklahoma",40,053,4152,2097
"Greer County, Oklahoma",40,055,5531,3096
"Harmon County, Oklahoma",40,057,2499,1243
"Harper County, Oklahoma",40,059,3272,1613
"Haskell County, Oklahoma",40,061,11651,5811
"Hughes County, Oklahoma",40,063,13409,7306
"Jackson County, Oklahoma",40,065,24776,12484
"Jefferson County, Oklahoma",40,067,5420,2658
"Johnston County, Oklahoma",40,069,10410,5254
"Kay County, Oklahoma",40,071,43859,21922
"Kingfisher County, Oklahoma",40,073,15290,7538
"Kiowa County, Oklahoma",40,075,8446,4035
"Latimer County, Oklahoma",40,077,9537,4838
"Le Flore County, Oklahoma",40,079,48525,24544
"Lincoln County, Oklahoma",40,081,33734,16937
"Logan County, Oklahoma",40,083,49919,24955
"Love County, Oklahoma",40,085,10158,5137
"McClain County, Oklahoma",40,087,42393,21349
"McCurtain County, Oklahoma",40,089,31003,15366
"McIntosh County, Oklahoma",40,091,19159,9568
"Major County, Oklahoma",40,093,7678,3833
"Marshall County, Oklahoma",40,095,15494,7918
"Mayes County, Oklahoma",40,097,39324,19757
"Murray County, Oklahoma",40,099,13837,7153
"Muskogee County, Oklahoma",40,101,66606,32623
"Noble County, Oklahoma",40,103,10981,5451
"Nowata County, Oklahoma",40,105,9460,4678
"Okfuskee County, Oklahoma",40,107,11349,6190
"Oklahoma County, Oklahoma",40,109,795822,391854
"Okmulgee County, Oklahoma",40,111,36900,18390
"Osage County, Oklahoma",40,113,46004,23249
"Ottawa County, Oklahoma",40,115,30472,15060
"Pawnee County, Oklahoma",40,117,15682,7957
"Payne County, Oklahoma",40,119,82058,42359
"Pittsburg County, Oklahoma",40,121,43758,22282
"Pontotoc County, Oklahoma",40,123,38116,18629
"Pottawatomie County, Oklahoma",40,125,72734,34941
"Pushmataha County, Oklahoma",40,127,10845,5312
"Roger Mills County, Oklahoma",40,129,3423,1783
"Rogers County, Oklahoma",40,131,95870,48039
"Seminole County, Oklahoma",40,133,23592,11650
"Sequoyah County, Oklahoma",40,135,39538,19621
"Stephens County, Oklahoma",40,137,43140,21143
"Texas County, Oklahoma",40,139,21144,11391
"Tillman County, Oklahoma",40,141,7013,3477
"Tulsa County, Oklahoma",40,143,668923,328785
"Wagoner County, Oklahoma",40,145,82269,41011
"Washington County, Oklahoma",40,147,52579,25922
"Washita County, Oklahoma",40,149,10930,5460
"Woods County, Oklahoma",40,151,8661,4551
"Woodward County, Oklahoma",40,153,20411,10797
"Baker County, Oregon",41,001,16685,8629
"Benton County, Oregon",41,003,95615,48293
"Clackamas County, Oregon",41,005,420925,209373
"Clatsop County, Oregon",41,007,41190,20435
"Columbia County, Oregon",41,009,52865,26965
"Coos County, Oregon",41,011,64908,32219
"Crook County, Oregon",41,013,24987,12493
"Curry County, Oregon",41,015,23404,11530
"Deschutes County, Oregon",41,017,199352,99597
"Douglas County, Oregon",41,019,111322,55508
"Gilliam County, Oregon",41,021,1983,1029
"Grant County, Oregon",41,023,7237,3672
"Harney County, Oregon",41,025,7496,3792
"Hood River County, Oregon",41,027,23965,11919
"Jackson County, Oregon",41,029,222604,109360
"Jefferson County, Oregon",41,031,24659,12681
"Josephine County, Oregon",41,033,87994,43101
"Klamath County, Oregon",41,035,69506,34762
"Lake County, Oregon",41,037,8201,4465
"Lane County, Oregon",41,039,382218,189292
"Lincoln County, Oregon",41,041,50334,24319
"Linn County, Oregon",41,043,128598,64303
"Malheur County, Oregon",41,045,31538,17355
"Marion County, Oregon",41,047,345815,173623
"Morrow County, Oregon",41,049,12140,6183
"Multnomah County, Oregon",41,051,808098,403380
"Polk County, Oregon",41,053,87600,43058
"Sherman County, Oregon",41,055,1900,932
"Tillamook County, Oregon",41,057,27345,13835
"Umatilla County, Oregon",41,059,79904,41890
"Union County, Oregon",41,061,26286,13176
"Wallowa County, Oregon",41,063,7439,3673
"Wasco County, Oregon",41,065,26639,13645
"Washington County, Oregon",41,067,599541,299671
"Wheeler County, Oregon",41,069,1407,694
"Yamhill County, Oregon",41,071,107674,54489
"Adams County, Pennsylvania",42,001,104604,52094
"Allegheny County, Pennsylvania",42,003,1245310,607557
"Armstrong County, Pennsylvania",42,005,65538,32862
"Beaver County, Pennsylvania",42,007,167629,82169
"Bedford County, Pennsylvania",42,009,47613,23820
"Berks County, Pennsylvania",42,011,428483,212820
"Blair County, Pennsylvania",42,013,122640,60452
"Bradford County, Pennsylvania",42,015,60159,30156
"Bucks County, Pennsylvania",42,017,645163,319410
"Butler County, Pennsylvania",42,019,194562,97055
"Cambria County, Pennsylvania",42,021,133263,66411
"Cameron County, Pennsylvania",42,023,4536,2280
"Carbon County, Pennsylvania",42,025,65018,32644
"Centre County, Pennsylvania",42,027,158665,83943
"Chester County, Pennsylvania",42,029,536474,266330
"Clarion County, Pennsylvania",42,031,37489,18539
"Clearfield County, Pennsylvania",42,033,79707,42095
"Clinton County, Pennsylvania",42,035,37860,18916
"Columbia County, Pennsylvania",42,037,64924,31398
"Crawford County, Pennsylvania",42,039,83876,41371
"Cumberland County, Pennsylvania",42,041,261269,130394
"Dauphin County, Pennsylvania",42,043,286108,139988
"Delaware County, Pennsylvania",42,045,575312,279037
"Elk County, Pennsylvania",42,047,30886,15773
"Erie County, Pennsylvania",42,049,270495,134616
"Fayette County, Pennsylvania",42,051,128417,64341
"Forest County, Pennsylvania",42,053,6959,4582
"Franklin County, Pennsylvania",42,055,156084,77293
"Fulton County, Pennsylvania",42,057,14545,7485
"Greene County, Pennsylvania",42,059,35781,18713
"Huntingdon County, Pennsylvania",42,061,44123,23607
"Indiana County, Pennsylvania",42,063,83394,41593
"Jefferson County, Pennsylvania",42,065,44326,22308
"Juniata County, Pennsylvania",42,067,23535,11805
"Lackawanna County, Pennsylvania",42,069,215672,105900
"Lancaster County, Pennsylvania",42,071,553202,272524
"Lawrence County, Pennsylvania",42,073,85907,41879
"Lebanon County, Pennsylvania",42,075,143258,70793
"Lehigh County, Pennsylvania",42,077,374110,184521
"Luzerne County, Pennsylvania",42,079,325396,162277
"Lycoming County, Pennsylvania",42,081,114022,56229
"McKean County, Pennsylvania",42,083,40459,20929
"Mercer County, Pennsylvania",42,085,110600,54917
"Mifflin County, Pennsylvania",42,087,46146,22740
"Monroe County, Pennsylvania",42,089,168128,84131
"Montgomery County, Pennsylvania",42,091,856399,419933
"Montour County, Pennsylvania",42,093,18165,8912
"Northampton County, Pennsylvania",42,095,314299,155709
"Northumberland County, Pennsylvania",42,097,91340,46403
"Perry County, Pennsylvania",42,099,45941,23368
"Philadelphia County, Pennsylvania",42,101,1593208,757083
"Pike County, Pennsylvania",42,103,58996,30212
"Potter County, Pennsylvania",42,105,16390,8220
"Schuylkill County, Pennsylvania",42,107,143201,73915
"Snyder County, Pennsylvania",42,109,39797,19772
"Somerset County, Pennsylvania",42,111,73802,38686
"Sullivan County, Pennsylvania",42,113,5880,3096
"Susquehanna County, Pennsylvania",42,115,38540,19522
"Tioga County, Pennsylvania",42,117,41186,20676
"Union County, Pennsylvania",42,119,42908,23217
"Venango County, Pennsylvania",42,121,50475,25174
"Warren County, Pennsylvania",42,123,38492,19478
"Washington County, Pennsylvania",42,125,209631,103708
"Wayne County, Pennsylvania",42,127,51227,27289
"Westmoreland County, Pennsylvania",42,129,354414,175081
"Wyoming County, Pennsylvania",42,131,26219,13254
"York County, Pennsylvania",42,133,457051,227361
"Bristol County, Rhode Island",44,001,50658,24571
"Kent County, Rhode Island",44,003,170168,83198
"Newport County, Rhode Island",44,005,85442,42340
"Providence County, Rhode Island",44,007,657984,323700
"Washington County, Rhode Island",44,009,129998,63412
"Abbeville County, South Carolina",45,001,24368,11865
"Aiken County, South Carolina",45,003,169865,82326
"Allendale County, South Carolina",45,005,8073,4417
"Anderson County, South Carolina",45,007,204592,99223
"Bamberg County, South Carolina",45,009,13311,6418
"Barnwell County, South Carolina",45,011,20653,10283
"Beaufort County, South Carolina",45,013,189071,93987
"Berkeley County, South Carolina",45,015,231419,115726
"Calhoun County, South Carolina",45,017,14145,6926
"Charleston County, South Carolina",45,019,409840,199049
"Cherokee County, South Carolina",45,021,56200,27445
"Chester County, South Carolina",45,023,32171,15747
"Chesterfield County, South Carolina",45,025,43536,21350
"Clarendon County, South Carolina",45,027,31163,15383
"Colleton County, South Carolina",45,029,38561,18675
"Darlington County, South Carolina",45,031,63025,30142
"Dillon County, South Carolina",45,033,28255,13381
"Dorchester County, South Carolina",45,035,162139,79482
"Edgefield County, South Carolina",45,037,26181,14104
"Fairfield County, South Carolina",45,039,20942,10240
"Florence County, South Carolina",45,041,137015,64679
"Georgetown County, South Carolina",45,043,63594,30536
"Greenville County, South Carolina",45,045,528251,257714
"Greenwood County, South Carolina",45,047,69309,32530
"Hampton County, South Carolina",45,049,18890,10180
"Horry County, South Carolina",45,051,356578,173106
"Jasper County, South Carolina",45,053,29444,14678
"Kershaw County, South Carolina",45,055,65779,32239
"Lancaster County, South Carolina",45,057,97611,47800
"Laurens County, South Carolina",45,059,67456,33111
"Lee County, South Carolina",45,061,16557,8455
"Lexington County, South Carolina",45,063,295934,144763
"McCormick County, South Carolina",45,065,9612,5187
"Marion County, South Carolina",45,067,29212,13603
"Marlboro County, South Carolina",45,069,26585,13975
"Newberry County, South Carolina",45,071,37918,18569
"Oconee County, South Carolina",45,073,78775,38804
"Orangeburg County, South Carolina",45,075,84159,39563
"Pickens County, South Carolina",45,077,131106,65776
"Richland County, South Carolina",45,079,416161,200680
"Saluda County, South Carolina",45,081,18952,9903
"Spartanburg County, South Carolina",45,083,330119,161252
"Sumter County, South Carolina",45,085,105199,51138
"Union County, South Carolina",45,087,27158,12851
"Williamsburg County, South Carolina",45,089,30879,15038
"York County, South Carolina",45,091,282987,137720
"Aurora County, South Dakota",46,003,2590,1359
"Beadle County, South Dakota",46,005,19089,9456
"Bennett County, South Dakota",46,007,3391,1597
"Bon Homme County, South Dakota",46,009,7018,4227
"Brookings County, South Dakota",46,011,34631,17743
"Brown County, South Dakota",46,013,38278,18974
"Brule County, South Dakota",46,015,5247,2676
"Buffalo County, South Dakota",46,017,1859,992
"Butte County, South Dakota",46,019,10369,5092
"Campbell County, South Dakota",46,021,1534,801
"Charles Mix County, South Dakota",46,023,9302,4655
"Clark County, South Dakota",46,025,3837,1957
"Clay County, South Dakota",46,027,14953,7362
"Codington County, South Dakota",46,029,28402,14365
"Corson County, South Dakota",46,031,3906,1974
"Custer County, South Dakota",46,033,8515,4241
"Davison County, South Dakota",46,035,19966,9894
"Day County, South Dakota",46,037,5485,2821
"Deuel County, South Dakota",46,039,4298,2198
"Dewey County, South Dakota",46,041,5275,2648
"Douglas County, South Dakota",46,043,2823,1397
"Edmunds County, South Dakota",46,045,4014,2092
"Fall River County, South Dakota",46,047,7079,3599
"Faulk County, South Dakota",46,049,2140,1034
"Grant County, South Dakota",46,051,7533,3867
"Gregory County, South Dakota",46,053,3983,2063
"Haakon County, South Dakota",46,055,1755,795
"Hamlin County, South Dakota",46,057,6196,3225
"Hand County, South Dakota",46,059,3075,1572
"Hanson County, South Dakota",46,061,3443,1765
"Harding County, South Dakota",46,063,1176,621
"Hughes County, South Dakota",46,065,17812,8860
"Hutchinson County, South Dakota",46,067,7401,3671
"Hyde County, South Dakota",46,069,1319,683
"Jackson County, South Dakota",46,071,2838,1309
"Jerauld County, South Dakota",46,073,1836,916
"Jones County, South Dakota",46,075,1006,414
"Kingsbury County, South Dakota",46,077,5172,2661
"Lake County, South Dakota",46,079,11207,5839
"Lawrence County, South Dakota",46,081,26047,12840
"Lincoln County, South Dakota",46,083,65801,32666
"Lyman County, South Dakota",46,085,3719,1966
"McCook County, South Dakota",46,087,5714,2954
"McPherson County, South Dakota",46,089,2251,1101
"Marshall County, South Dakota",46,091,4363,2232
"Meade County, South Dakota",46,093,29970,15706
"Mellette County, South Dakota",46,095,1989,969
"Miner County, South Dakota",46,097,2312,1167
"Minnehaha County, South Dakota",46,099,197742,100828
"Moody County, South Dakota",46,101,6346,3258
"Oglala Lakota County, South Dakota",46,102,13695,6886
"Pennington County, South Dakota",46,103,110386,56398
"Perkins County, South Dakota",46,105,2970,1492
"Potter County, South Dakota",46,107,2587,1264
"Roberts County, South Dakota",46,109,10242,5276
"Sanborn County, South Dakota",46,111,2373,1188
"Spink County, South Dakota",46,115,6355,3231
"Stanley County, South Dakota",46,117,2979,1710
"Sully County, South Dakota",46,119,1318,749
"Todd County, South Dakota",46,121,9353,4616
"Tripp County, South Dakota",46,123,5607,2859
"Turner County, South Dakota",46,125,8687,4335
"Union County, South Dakota",46,127,16700,8531
"Walworth County, South Dakota",46,129,5317,2675
"Yankton County, South Dakota",46,135,23311,12132
"Ziebach County, South Dakota",46,137,2455,1227
"Anderson County, Tennessee",47,001,77337,37953
"Bedford County, Tennessee",47,003,50533,25432
"Benton County, Tennessee",47,005,15933,7837
"Bledsoe County, Tennessee",47,007,14816,8744
"Blount County, Tennessee",47,009,135951,66732
"Bradley County, Tennessee",47,011,108859,53175
"Campbell County, Tennessee",47,013,39397,19508
"Cannon County, Tennessee",47,015,14481,7312
"Carroll County, Tennessee",47,017,28381,14053
"Carter County, Tennessee",47,019,56315,27645
"Cheatham County, Tennessee",47,021,41184,20853
"Chester County, Tennessee",47,023,17392,8384
"Claiborne County, Tennessee",47,025,32092,15900
"Clay County, Tennessee",47,027,7592,3630
"Cocke County, Tennessee",47,029,36186,17696
"Coffee County, Tennessee",47,031,58080,28682
"Crockett County, Tennessee",47,033,13955,6853
"Cumberland County, Tennessee",47,035,61552,30166
"Davidson County, Tennessee",47,037,709786,343836
"Decatur County, Tennessee",47,039,11483,5661
"DeKalb County, Tennessee",47,041,20209,10321
"Dickson County, Tennessee",47,043,54563,26899
"Dyer County, Tennessee",47,045,36818,17679
"Fayette County, Tennessee",47,047,42228,21068
"Fentress County, Tennessee",47,049,18642,9371
"Franklin County, Tennessee",47,051,42980,21310
"Gibson County, Tennessee",47,053,50455,24364
"Giles County, Tennessee",47,055,30317,14682
